This file contains the monthly mean baseline (background) methane (CH4) concentration
"measured at the Kennaook / Cape Grim Baseline Air Pollution Station (KCGBAPS), "
"located near the north-west tip of Tasmania, Australia."
"KCGBAPS is funded and managed by the Australian Bureau of Meteorology, and"
the scientific program is jointly supervised with CSIRO Oceans & Atmosphere.
Please acknowledge these two institutions if these data are used in publications or presentations.

For more information on Kennaook / Cape Grim please see:
http://www.csiro.au/greenhouse-gases/
https://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Greenhouse-gas-data
http://www.bom.gov.au/inside/cgbaps/

The CH4 units are parts per billion in dry air (ppb).

The most recent year of data is provided in this file on
a provisional basis only. These data may be subject to further revision. 
CSIRO & the Bureau make every effort to produce the most accurate and 
"precise measurements possible. However, they reserve the right to make"
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.
Please see the full terms & conditions at the end of this file.

Release Date: January 2025
 
YYYY,MM,DD,DATE,CH4(ppb),SD(ppb),GR(ppm/yr),Source
2014,10,15,2014.786300000000,1791.18,0.981000,12.9771,"in situ"
2014,11,15,2014.871230000000,1786.66,1.90500,11.8330,"in situ"
2014,12,15,2014.953420000000,1778.77,2.79100,9.37402,"in situ"
2015,1,15,2015.038360000000,1769.85,2.35200,8.69202,"in situ"
2015,2,15,2015.123290000000,1765.20,0.699000,9.34497,"in situ"
2015,3,15,2015.200000000000,1767.14,1.59600,9.68604,"in situ"
2015,4,15,2015.284930000000,1773.73,2.32500,9.46497,"in situ"
2015,5,15,2015.367120000000,1781.55,2.41400,9.34009,"in situ"
2015,6,15,2015.452050000000,1789.16,2.20500,9.33301,"in situ"
2015,7,15,2015.534250000000,1795.88,1.92800,9.02991,"in situ"
2015,8,15,2015.619180000000,1800.61,1.24500,9.21094,"in situ"
2015,9,15,2015.704110000000,1802.26,0.588000,9.05396,"in situ"
2015,10,15,2015.786300000000,1800.65,1.01300,7.16296,"in situ"
2015,11,15,2015.871230000000,1796.00,1.93600,6.44604,"in situ"
2015,12,15,2015.953420000000,1788.10,2.86200,6.76709,"in situ"
2016,1,15,2016.038250000000,1778.88,2.44000,5.70898,"in situ"
2016,2,15,2016.122950000000,1774.41,0.648000,4.71802,"in situ"
2016,3,15,2016.202190000000,1776.19,1.29700,4.84705,"in situ"
2016,4,15,2016.286890000000,1780.90,1.83100,4.73804,"in situ"
2016,5,15,2016.368850000000,1788.00,2.54200,3.06091,"in situ"
2016,6,15,2016.453550000000,1795.93,2.10800,1.36206,"in situ"
2016,7,15,2016.535520000000,1801.58,1.49700,1.57300,"in situ"
2016,8,15,2016.620220000000,1805.33,1.04700,2.23303,"in situ"
2016,9,15,2016.704920000000,1807.10,0.639000,1.74707,"in situ"
2016,10,15,2016.786890000000,1805.39,1.29800,2.63904,"in situ"
2016,11,15,2016.871580000000,1799.06,2.54200,5.37292,"in situ"
2016,12,15,2016.953550000000,1789.46,3.13000,7.22290,"in situ"
2017,1,15,2017.038360000000,1780.45,2.18000,8.46997,"in situ"
2017,2,15,2017.123290000000,1776.65,0.636000,9.44995,"in situ"
2017,3,15,2017.200000000000,1777.94,1.17600,9.46497,"in situ"
2017,4,15,2017.284930000000,1783.54,2.43700,9.55396,"in situ"
2017,5,15,2017.367120000000,1793.37,3.30300,10.7271,"in situ"
2017,6,15,2017.452050000000,1803.15,2.54300,11.8319,"in situ"
2017,7,15,2017.534250000000,1810.05,1.83800,12.1750,"in situ"
2017,8,15,2017.619180000000,1814.78,1.15200,12.1119,"in situ"
2017,9,15,2017.704110000000,1816.57,0.519000,12.1420,"in situ"
2017,10,15,2017.786300000000,1814.94,1.27400,12.7390,"in situ"
2017,11,15,2017.871230000000,1809.79,2.16600,12.7650,"in situ"
2017,12,15,2017.953420000000,1801.29,2.90800,11.6770,"in situ"
2018,1,15,2018.038360000000,1792.62,2.14600,10.9301,"in situ"
2018,2,15,2018.123290000000,1788.76,0.659000,11.1660,"in situ"
2018,3,15,2018.200000000000,1790.08,1.24000,11.5070,"in situ"
2018,4,15,2018.284930000000,1796.27,2.61300,11.1621,"in situ"
2018,5,15,2018.367120000000,1806.14,3.12300,10.1050,"in situ"
2018,6,15,2018.452050000000,1814.83,2.11200,9.10706,"in situ"
2018,7,15,2018.534250000000,1820.98,1.79100,8.65698,"in situ"
2018,8,15,2018.619180000000,1825.94,1.28600,8.38501,"in situ"
2018,9,15,2018.704110000000,1828.07,0.491000,7.83203,"in situ"
2018,10,15,2018.786300000000,1826.10,1.31900,6.51990,"in situ"
2018,11,15,2018.871230000000,1819.90,2.47500,4.34607,"in situ"
2018,12,15,2018.953420000000,1810.40,3.11300,3.62610,"in situ"
2019,1,15,2019.038360000000,1801.28,2.19900,4.69897,"in situ"
2019,2,15,2019.123290000000,1797.14,0.676000,5.21399,"in situ"
2019,3,15,2019.200000000000,1797.91,1.05300,4.91309,"in situ"
2019,4,15,2019.284930000000,1802.79,2.05400,5.26099,"in situ"
2019,5,15,2019.367120000000,1810.48,2.55500,6.14697,"in situ"
2019,6,15,2019.452050000000,1818.46,2.29500,6.43005,"in situ"
2019,7,15,2019.534250000000,1825.68,2.08500,6.07703,"in situ"
2019,8,15,2019.619180000000,1831.16,1.26400,5.83899,"in situ"
2019,9,15,2019.704110000000,1832.99,0.364000,6.48096,"in situ"
2019,10,15,2019.786300000000,1831.36,1.11600,6.56909,"in situ"
2019,11,15,2019.871230000000,1826.04,2.30300,6.59399,"in situ"
2019,12,15,2019.953420000000,1816.83,3.14800,7.88098,"in situ"
2020,1,15,2020.038250000000,1807.36,2.37300,8.66907,"in situ"
2020,2,15,2020.122950000000,1802.98,0.765000,8.66809,"in situ"
2020,3,15,2020.202190000000,1804.39,1.19100,9.35193,"in situ"
2020,4,15,2020.286890000000,1809.36,1.93700,10.3430,"in situ"
2020,5,15,2020.368850000000,1817.08,2.76400,11.4751,"in situ"
2020,6,15,2020.453550000000,1826.34,2.74300,12.5349,"in situ"
2020,7,15,2020.535520000000,1834.35,2.11100,12.8090,"in situ"
2020,8,15,2020.620220000000,1839.83,1.29300,13.5341,"in situ"
2020,9,15,2020.704920000000,1842.34,0.536000,15.7770,"in situ"
2020,10,15,2020.786890000000,1841.71,0.902000,17.6809,"in situ"
2020,11,15,2020.871580000000,1837.52,1.87600,17.6019,"in situ"
2020,12,15,2020.953550000000,1829.37,2.96700,17.2780,"in situ"
2021,1,15,2021.038360000000,1820.17,2.31000,17.5170,"in situ"
2021,2,15,2021.123290000000,1816.52,0.646000,17.6399,"in situ"
2021,3,15,2021.200000000000,1820.17,1.97000,17.9771,"in situ"
2021,4,15,2021.284930000000,1827.04,2.19800,18.3870,"in situ"
2021,5,15,2021.367120000000,1834.68,2.59600,18.3330,"in situ"
2021,6,15,2021.452050000000,1843.61,2.70200,18.2660,"in situ"
2021,7,15,2021.534250000000,1851.87,2.24600,19.1390,"in situ"
2021,8,15,2021.619180000000,1857.47,1.39100,19.3750,"in situ"
2021,9,15,2021.704110000000,1860.32,0.688000,17.4990,"in situ"
2021,10,15,2021.786300000000,1860.09,0.798000,17.2931,"in situ"
2021,11,15,2021.871230000000,1855.85,1.95300,19.3210,"in situ"
2021,12,15,2021.953420000000,1847.63,2.83900,18.4210,"in situ"
2022,1,15,2022.038360000000,1839.31,1.96500,16.5540,"in situ"
2022,2,15,2022.123290000000,1835.89,0.705000,17.1881,"in situ"
2022,3,15,2022.200000000000,1837.67,1.45900,17.2729,"in situ"
2022,4,15,2022.284930000000,1844.34,2.68900,16.6069,"in situ"
2022,5,15,2022.367120000000,1854.00,2.94000,16.3860,"in situ"
2022,6,15,2022.452050000000,1862.04,2.01500,16.3301,"in situ"
2022,7,15,2022.534250000000,1868.42,2.06200,15.7140,"in situ"
2022,8,15,2022.619180000000,1874.65,1.65900,15.0420,"in situ"
2022,9,15,2022.704110000000,1877.59,0.665000,15.5701,"in situ"
2022,10,15,2022.786300000000,1876.70,0.855000,15.2760,"in situ"
2022,11,15,2022.871230000000,1872.24,1.98900,13.4100,"in situ"
2022,12,15,2022.953420000000,1863.96,2.89600,12.5670,"in situ"
2023,1,15,2023.038360000000,1855.02,2.27100,12.4391,"in situ"
2023,2,15,2023.123290000000,1850.93,0.657000,11.8099,"in situ"
2023,3,15,2023.200000000000,1853.24,1.63500,11.2040,"in situ"
2023,4,15,2023.284930000000,1859.61,2.24700,10.9310,"in situ"
2023,5,15,2023.367120000000,1867.41,2.45300,11.2410,"in situ"
2023,6,15,2023.452050000000,1874.60,1.99700,10.7150,"in situ"
2023,7,15,2023.534250000000,1880.86,1.98300,8.81506,"in situ"
2023,8,15,2023.619180000000,1886.46,1.51100,6.31799,"in situ"
2023,9,15,2023.704110000000,1888.79,0.455000,4.07690,"in situ"
2023,10,15,2023.786300000000,1887.63,0.905000,3.76892,"in situ"
2023,11,15,2023.871230000000,1883.48,1.89400,4.41296,"in situ"
2023,12,15,2023.953420000000,1874.68,3.29400,4.41895,"in situ"
2024,1,15,2024.038250000000,1863.84,2.91000,3.86096,"in situ"
2024,2,15,2024.122950000000,1857.25,1.21600,3.41101,"in situ"
2024,3,15,2024.202190000000,1857.31,1.20400,4.20703,"in situ"
2024,4,15,2024.286890000000,1863.38,2.44400,5.47705,"in situ"
2024,5,15,2024.368850000000,1871.82,2.52900,6.07996,"in situ"
2024,6,15,2024.453550000000,1879.02,1.93300,6.69995,"in situ"
2024,7,15,2024.535520000000,1884.72,1.70600,NaN,"in situ"
2024,8,15,2024.620220000000,1889.88,1.43400,NaN,"in situ"
2024,9,15,2024.704920000000,1893.00,0.740000,NaN,"in situ"
2024,10,15,2024.786890000000,1893.11,0.659000,NaN,"in situ"
2024,11,15,2024.871580000000,1889.56,1.82800,NaN,"in situ"
2024,12,15,2024.953550000000,1881.38,2.91900,NaN,"in situ"
 
 ,
Terms of Use,
,
1. Terminology ,
‘Content’ means the content of the site [http://www.csiro.au/greenhouse-gases] including ,
"but not limited to, data, information, databases, images and material.",
,
"‘you/user’ means you as a website user, or Content/data user.",
,
2. Using Content ,
"CSIRO reserves the right to make corrections, revisions, updates and improvements to any ",
Content on this site but is under no obligation to do so.,
,
"Without limiting the foregoing, the most recent year of data is provided in this site on",
a provisional basis only and may be subject to further revision.,
,
"If you use or download Content from this site, you acknowledge that such Content:",
    - may contain statements based on scientific research and comprises data collected by ,
      CSIRO and third parties; ,
"    - is not professional, scientific, medical, technical or expert advice and is subject ",
      to the usual uncertainties of advanced scientific and technical research; ,
    - should not be relied upon as the basis for doing or failing to do something. ,
,
References or links to third party data are provided for information and convenience only ,
and do not mean that CSIRO endorses or approves that data.,
,
"Any use of the Content must acknowledge the source of the Information as 'CSIRO Environment ",
and the Australian Bureau of Meteorology (Kennaook / Cape Grim Baseline Air ,
"Pollution Station)' and include a statement that CSIRO and the Australian Bureau of ",
"Meteorology give no warranty regarding the accuracy, completeness, currency or suitability ",
for any particular purpose and accept no liability in respect of data.,
,
The Content on this site must not be distributed or disseminated to third parties without ,
the attachment of the Terms of Use.,
,
3. Grant of licence ,
"CSIRO grants you a royalty-free, non-exclusive, non-transferable licence to use, reproduce, ",
adapt or communicate the Content on this site for any purpose other than a commercial ,
"purpose. For the purposes of this licence, 'commercial purpose' means to sell, hire, ",
"exchange or otherwise exploit the Content (whether in its original or adapted form, or ",
incorporated in products or services) for profit or gain.,
,
The rights granted under this licence are personal to the user and are not sub-licensable ,
or capable of assignment.,
,
4. Disclaimer ,
If you use or download any Content from this site you accept all risks and responsibility ,
"for losses, damages, costs and other consequences resulting directly or indirectly from ",
using the Content.,
,
"To the maximum extent permitted by law, CSIRO excludes any and all liability to any person ",
"for any consequences, including but not limited to all losses, damages, costs, expenses and",
"any other compensation, arising directly or indirectly from using the Content.",
,
"Every effort has been made to ensure the accuracy of the Content on this site, however ",
"CSIRO does not warrant the accuracy and reliability of the Content and, to the extent ",
"permitted by law, does not guarantee or make any express or implied representation regarding ",
"the accuracy, reliability, correctness, fitness for use for any purpose whatsoever of the ",
Content. Any use and/or interpretation of the Content is done so entirely at the user’s own risk.,
,
5. Whole agreement ,
Use of this site is subject also to CSIRO’s Legal Notice and Disclaimer ,
(http://www.csiro.au/org/LegalNoticeAndDisclaimer.html). By using this site and the Content ,
"available on and through it, you are agreeing to be bound by these Terms of Use and the ",
"Legal Notice and Disclaimer. If there is any conflict then these Terns of Use will prevail, ",
but only to the extent that it applies to the particular Content and to the extent ,
necessary to resolve any conflict.,
,
"CSIRO may change these Terms of Use at any time without giving you notice, so please check ",
them each time you visit the site (http://www.csiro.au/greenhouse-gases).,
